     2.50000       3.19547     -69.54650       0.00000  
     2.50050       2.84291     -34.24067      -0.01849  
     2.50100       2.80233     -30.13313      -0.03345  
     2.50150       2.78267     -28.11726      -0.04753  
     2.50200       2.75435     -25.23487      -0.06144  
     2.50250       2.89744     -39.49357      -0.07501  
     2.50300       2.78022     -27.72222      -0.08956  
     2.50350       2.83962     -33.61236      -0.10350  
     2.50400       2.80635     -30.23514      -0.11840  
     2.50450       2.77160     -26.71013      -0.13347  
     2.50500       2.79159     -28.65896      -0.14594  
     2.50550       2.74966     -24.41628      -0.15961  
     2.50600       2.82323     -31.72340      -0.17565  
     2.50650       2.78012     -27.36220      -0.18936  
     2.50700       2.77188     -26.48849      -0.20398  
     2.50750       2.81313     -30.56256      -0.21919  
     2.50800       2.68934     -18.13394      -0.23205  
     2.50850       2.83363     -32.51262      -0.24636  
     2.50900       2.75328     -24.42843      -0.25881  
     2.50950       2.79995     -29.04458      -0.27476  
     2.51000       2.84471     -33.47121      -0.28943  
     2.51050       2.80503     -29.45279      -0.30191  
     2.51100       2.78498     -27.39815      -0.31628  
     2.51150       2.82803     -31.65267      -0.32916  
     2.51200       2.83117     -31.91719      -0.34285  
     2.51250       2.79237     -27.98657      -0.35616  
     2.51300       2.82445     -31.14468      -0.37084  
     2.51350       2.71339     -19.98855      -0.38668  
     2.51400       2.86084     -34.68397      -0.39957  
     2.51450       2.79599     -28.14873      -0.41288  
     2.51500       2.83827     -32.32695      -0.42734  
     2.51550       2.80377     -28.82685      -0.44304  
     2.51600       2.84035     -32.43463      -0.45923  
     2.51650       2.84702     -33.05236      -0.47623  
     2.51700       2.81029     -29.32914      -0.49027  
     2.51750       2.67822     -16.07237      -0.50360  
     2.51800       2.77520     -25.71987      -0.51579  
     2.51850       2.95029     -43.17885      -0.53097  
     2.51900       2.81475     -29.57479      -0.54739  
     2.51950       2.82674     -30.72436      -0.56307  
     2.52000       2.78611     -26.61128      -0.57704  
     2.52050       2.73834     -21.78413      -0.59069  
     2.52100       2.80700     -28.60042      -0.60371  
     2.52150       2.81149     -28.99914      -0.61738  
     2.52200       2.86867     -34.66671      -0.63262  
     2.52250       2.81141     -28.89149      -0.64590  
     2.52300       2.72763     -20.46277      -0.65811  
     2.52350       2.79909     -27.55881      -0.67149  
     2.52400       2.77213     -24.81255      -0.68422  
     2.52450       2.89350     -36.89960      -0.69920  
     2.52500       2.78856     -26.35596      -0.71275  
     2.52550       2.76573     -24.02330      -0.72488  
     2.52600       2.77158     -24.55758      -0.74038  
     2.52650       2.75547     -22.89672      -0.75523  
     2.52700       2.80758     -28.05803      -0.76993  
     2.52750       2.82145     -29.39497      -0.78379  
     2.52800       2.75576     -22.77629      -0.79678  
     2.52850       2.80987     -28.13745      -0.81117  
     2.52900       2.79378     -26.47756      -0.82516  
     2.52950       2.87420     -34.47044      -0.83929  
     2.53000       2.84814     -31.81351      -0.85382  
     2.53050       2.82688     -29.63751      -0.86641  
     2.53100       2.78261     -25.16065      -0.88073  
     2.53150       2.81493     -28.34346      -0.89440  
     2.53200       2.80910     -27.71005      -0.90596  
     2.53250       2.82322     -29.07155      -0.92023  
     2.53300       2.81266     -27.96564      -0.93510  
     2.53350       2.74624     -21.27403      -0.94865  
     2.53400       2.77939     -24.53936      -0.96169  
     2.53450       2.81226     -27.77558      -0.97578  
     2.53500       2.79081     -25.58134      -0.98910  
     2.53550       2.88146     -34.59603      -1.00270  
     2.53600       2.74276     -20.67646      -1.01582  
     2.53650       2.81776     -28.12594      -1.02865  
     2.53700       2.77012     -23.31179      -1.04193  
     2.53750       2.73842     -20.09192      -1.05314  
     2.53800       2.83724     -29.92356      -1.06593  
     2.53850       2.77153     -23.30325      -1.08080  
     2.53900       2.86959     -33.05862      -1.09543  
     2.53950       2.77012     -23.06227      -1.11057  
     2.54000       2.86277     -32.27670      -1.12323  
     2.54050       2.77886     -23.83594      -1.13663  
     2.54100       2.77759     -23.65900      -1.14966  
     2.54150       2.82497     -28.34697      -1.16404  
     2.54200       2.84003     -29.80337      -1.17606  
     2.54250       2.77196     -22.94584      -1.18941  
     2.54300       2.80145     -25.84476      -1.20221  
     2.54350       2.70983     -16.63290      -1.21389  
     2.54400       2.81911     -27.51110      -1.22702  
     2.54450       2.89859     -35.40855      -1.23937  
     2.54500       2.78498     -23.99755      -1.25362  
     2.54550       2.75682     -21.13202      -1.26731  
     2.54600       2.72950     -18.34978      -1.28075  
     2.54650       2.82224     -27.57448      -1.29205  
     2.54700       2.77543     -22.84327      -1.30774  
     2.54750       2.86248     -31.49758      -1.32039  
     2.54800       2.85845     -31.04452      -1.33120  
     2.54850       2.77865     -23.01542      -1.34346  
     2.54900       2.78027     -23.12705      -1.35674  
     2.54950       2.78805     -23.85494      -1.36989  
     2.55000       2.85842     -30.84174      -1.38243  
     2.55050       2.74678     -19.62755      -1.39636  
     2.55100       2.80824     -25.72402      -1.40880  
     2.55150       2.84607     -29.45731      -1.42239  
     2.55200       2.87751     -32.55073      -1.43423  
     2.55250       2.88656     -33.40630      -1.44661  
     2.55300       2.79208     -23.90809      -1.45952  
     2.55350       2.81212     -25.86193      -1.47212  
     2.55400       2.66672     -11.27208      -1.48648  
     2.55450       2.80583     -25.13319      -1.49889  
     2.55500       2.88288     -32.78750      -1.51413  
     2.55550       2.72373     -16.82303      -1.52698  
     2.55600       2.77285     -21.68477      -1.54070  
     2.55650       2.87667     -32.01671      -1.55346  
     2.55700       2.73572     -17.87198      -1.56592  
     2.55750       2.84169     -28.41936      -1.58002  
     2.55800       2.89219     -33.41903      -1.59505  
     2.55850       2.86256     -30.40580      -1.60769  
     2.55900       2.82052     -26.15243      -1.62042  
     2.55950       2.83512     -27.56195      -1.63505  
     2.56000       2.88291     -32.29081      -1.64910  
     2.56050       2.74038     -17.98820      -1.66388  
     2.56100       2.83387     -27.28687      -1.67758  
     2.56150       2.82328     -26.17814      -1.68989  
     2.56200       2.87167     -30.96661      -1.70207  
     2.56250       2.85904     -29.65441      -1.71732  
     2.56300       2.73799     -17.49854      -1.73001  
     2.56350       2.82390     -26.04046      -1.74319  
     2.56400       2.86360     -29.96022      -1.75630  
     2.56450       2.83069     -26.61851      -1.76869  
     2.56500       2.85066     -28.56555      -1.78258  
     2.56550       2.82208     -25.65753      -1.79502  
     2.56600       2.90480     -33.87996      -1.80748  
     2.56650       2.85408     -28.75756      -1.81886  
     2.56700       2.82423     -25.72305      -1.83132  
     2.56750       2.79810     -23.05998      -1.84413  
     2.56800       2.89994     -33.19370      -1.85634  
     2.56850       2.79321     -22.47115      -1.86891  
