,expavg,sqrtMSE,MSE,Bj,v,av,ai,Wdis,avg,variance,FD,sqrtMSE_FD
2.9875,1.5805711331221195,0.044706647754447104,0.002018897857290939,0.005158208782769965,0.001977021102153122,0.9864161828250768,0.6672158857254444,0.01698585733895064,1.5968086363636367,0.020935989165289264,1.579822779024686,0.04416735922525307
2.988,1.5764173115028768,0.04472919320024371,0.002019955585995653,0.004349923474687981,0.0019914780271203204,0.9863967701900144,0.7100123141622462,0.01710920230911401,1.5928068181818182,0.02108749298677688,1.575697615872704,0.044330721310406426
2.9885,1.5720954537495953,0.04469259410651272,0.0020170630941340833,0.0041302766870976535,0.0019917293599982216,0.9863893816447573,0.7231562126584783,0.017111419859030436,1.5884845454545453,0.021087423857851277,1.5713731255955148,0.044325446773996156
2.989,1.5675033904925437,0.04470837989133525,0.0020184236624625944,0.004017451005213092,0.00199465296708614,0.9863849558602323,0.7303815317007935,0.017136361101545778,1.5838999999999999,0.021117893361157047,1.5667636388984543,0.04435792415582863
2.9895,1.5630765837768386,0.04460084922979006,0.002010099482330556,0.00379224470386319,0.001989202175106471,0.9863750845100507,0.7449973843415929,0.017090032652448878,1.5794340909090905,0.021054183751239686,1.5623440582566417,0.04427613614743918
2.99,1.5588856073830435,0.0445112917333011,0.0020027088484513697,0.003931477470827499,0.001979954740937191,0.9863818435485392,0.7352016625517357,0.017011219998016986,1.5751704545454543,0.020955027484297534,1.5581592345474373,0.04416446488163409
2.9905,1.5552011944823385,0.04443142407701438,0.001996121626821007,0.00441566963675098,0.0019664223548411346,0.9863993155506716,0.7051356943665694,0.016895799326113063,1.5713754545454548,0.020812860452066123,1.5544796552193416,0.044009928319588394
2.991,1.5510279987358055,0.04434331214384941,0.0019891541269815133,0.004158833526439311,0.0019631674151994113,0.9863912000068746,0.7200527050838696,0.01686816666403278,1.5671954545454545,0.020773938449586842,1.5503272878814216,0.04395739092069004
2.9915,1.546605413204991,0.0442554041774495,0.0019822146622023177,0.004466744174801854,0.0019515917576202317,0.986401088361698,0.701623869511626,0.016769481569147857,1.5626927272727271,0.020650407461983468,1.5459232457035794,0.04381833695656137
2.992,1.5422789485257515,0.04429668851582351,0.0019855718206444393,0.004014007577178152,0.0019615660657699915,0.9863858424510363,0.7289700052196033,0.016854583089400892,1.5584463636363637,0.02075427560082644,1.5415917805469628,0.04392967958192777
2.9925,1.5376590835512456,0.044200042065374257,0.001978059697217748,0.003925509332672804,0.0019551786303776517,0.986382409958116,0.7343397098747384,0.016800220304204187,1.5537590909090908,0.02068270580413226,1.5369588706048867,0.043841392323337586
2.993,1.5335149923295974,0.04412064662768994,0.001972023961772704,0.0038068312013784943,0.0019506390320069308,0.9863772354964337,0.7419747310849643,0.01676160835097966,1.5495836363636362,0.020630804329752082,1.5328220280126565,0.04377473312911828
2.9935,1.5287722161458506,0.044126382884180894,0.0019720775163057824,0.004155719413873513,0.0019459791235732866,0.9863915568890309,0.7194339178725654,0.016721786797124855,1.544838181818182,0.020585003947933923,1.528116395021057,0.04373205438052401
2.994,1.524883124133239,0.04416656644848519,0.0019759851965075077,0.0050922765737839715,0.001934784906682486,0.9864155705312772,0.6687914688622103,0.01662617999443098,1.540845,0.020471151965289258,1.5242188200055689,0.043615999464590695
2.9945,1.5206677116093879,0.04425338608236715,0.0019844056818715773,0.005764827182693179,0.0019302024843543461,0.9864261615159087,0.6388616964802931,0.01658701464473286,1.5366054545454544,0.020424897593388436,1.5200184399007215,0.04356957572446113
2.995,1.5163037820882845,0.042777641652953786,0.001844396294892425,0.0014959801721801508,0.0018420552344102221,1.0,1.0,0.01645578189398166,1.5321345454545452,0.020262607578512445,1.5156787635605637,0.043389538479713725
2.9955,1.5124923380603756,0.042734610469941814,0.0018407986091454089,0.0014931047276419448,0.0018384659105184042,1.0,1.0,0.016424152004061394,1.5283022727272728,0.020223125015702444,1.5118781207232113,0.04334482640552803
2.996,1.5080601505739972,0.04429104807317567,0.001992991771454011,0.007162218700608878,0.0019056469199361407,0.9864403615124984,0.587327609084967,0.016377689208710685,1.5238286363636364,0.020160414382644612,1.5074509471549256,0.043263135667810995
2.9965,1.5036472063315864,0.04429465672148139,0.001993184051325077,0.007145403787685877,0.0019062921591689263,0.9864402288305629,0.5878868069640093,0.01638318615666011,1.5194127272727271,0.020167459088429776,1.503029541116067,0.04327155727341586
2.997,1.499282118083239,0.04391520665198937,0.00195609252077239,0.004880012040089739,0.001918413149962724,0.986411639428255,0.6785117818578577,0.016486806776444075,1.515150909090909,0.020289530725619877,1.4986641023144651,0.043393262803855734
2.9975,1.4949923802380325,0.04386482316296389,0.0019517199592671668,0.004203892887765354,0.0019247402990744227,0.9863937534250928,0.7155532192266281,0.01654089323951314,1.5109113636363638,0.020352219066115708,1.4943704703968506,0.04345282544431209
2.998,1.4907934998072383,0.043826079498260145,0.0019493948467345754,0.0036922301867095804,0.00192927305673171,0.9863723625205905,0.748703430905402,0.016579697232184255,1.5067340909090912,0.020393933604132226,1.4901543936769068,0.04348353187076259
2.9985,1.486150839871759,0.04382445543118656,0.0019497225533787262,0.0035438873076261428,0.0019313950247392049,0.9863639092528076,0.7594342931481707,0.01659783641561561,1.502086818181818,0.020414088838843027,1.4854889817662027,0.04350009485278458
2.999,1.4820176762100683,0.0437619258783877,0.0019437913419791874,0.0043383597498191035,0.0019147464595769535,0.9863982198879724,0.707258254062276,0.016455737343708348,1.4978095454545453,0.020244003587603296,1.4813538081108368,0.04332517299267817
2.9995,1.4769766221325416,0.044104788535569046,0.0019776384343817206,0.006955069475819199,0.0018954654986611638,0.9864387870385005,0.5938553396979986,0.016291008165173003,1.492625,0.02004779112644631,1.476333991834827,0.043124553982734654
3.0,1.4724566780407353,0.04239675268750192,0.0018136016970473434,0.0014716807053962344,0.0018113255199098447,1.0,1.0,0.016188487759358577,1.4880163636363635,0.01992458071900829,1.471827875877005,0.04299510910899898
3.0005,1.4679198784295577,0.04257472138248329,0.0018281096736260112,0.00148318912071665,0.0018258019235161535,1.0,1.0,0.01631508032788315,1.4836054545454544,0.02008382115867769,1.4672903742175714,0.043179590048328026
3.001,1.4636161062743442,0.04245887176020974,0.001819131625754728,0.0014762316309256712,0.0018168401854245042,1.0,1.0,0.016238547940182382,1.4792218181818182,0.019985242039669546,1.462983270241636,0.04306012569234749
3.0015,1.4597684477055415,0.04239000664605801,0.0018128913733265989,0.0014710611648633986,0.0018106178441021797,1.0,1.0,0.016181672813497385,1.4753168181818186,0.019916796285123977,1.4591351453683212,0.04298790230567108
3.002,1.454958402487301,0.04216744485051055,0.0017940497473325526,0.0014558390946902127,0.0017918222347858776,1.0,1.0,0.016014230041592338,1.4703277272727273,0.019710044582644658,1.454313497231135,0.042756225635949156
3.0025,1.4506913186700139,0.04230602704991242,0.001804829069468105,0.0014642304750722497,0.0018025814687453055,1.0,1.0,0.016106535225794746,1.4661418181818182,0.019828396156198358,1.4500352829560232,0.04289921807885923
3.003,1.4458338577732075,0.04226185098195707,0.001800884396549708,0.0014609737096938408,0.001798647758527423,1.0,1.0,0.01607071080663225,1.4612509090909094,0.019785125343801654,1.4451801982842771,0.04285296038231989
3.0035,1.4419548991878774,0.04200502950359405,0.0017783037602106734,0.001442414230026686,0.0017761277250187815,1.0,1.0,0.015866556530293546,1.457196818181818,0.019537404975206597,1.4413302616515244,0.04258448125111243
3.004,1.4380650115807174,0.042129244706685706,0.0017888035021947682,0.0014509084938381061,0.001786601946957169,1.0,1.0,0.015959993432219165,1.4534040909090913,0.019652621416528862,1.437444097476872,0.04271377384276329
3.0045,1.4339180133526015,0.041924692510875584,0.0017718643515722372,0.0014373220984651826,0.0017697017125469596,1.0,1.0,0.01581054308311701,1.44912,0.01946671883801656,1.433309456916883,0.042501324106413975
3.005,1.4301968964570317,0.04196212449409959,0.001774208084124239,0.0014389312691644367,0.00177204508580015,1.0,1.0,0.015828243960808806,1.4454118181818183,0.019492495943801653,1.4295835742210095,0.04253918862747867
3.0055,1.42500829367949,0.042113179051014825,0.0017860792235752545,0.0014482096903741723,0.0017838933668670191,1.0,1.0,0.015930306594115897,1.4403100000000002,0.01962282703553721,1.424379693405884,0.042695197277542674
3.006,1.420357792480163,0.042114337662082356,0.0017854175559037537,0.0014473868991001651,0.0017832384230653635,1.0,1.0,0.015921255890101814,1.4356454545454544,0.019615622653719002,1.4197241986553526,0.0426953580839744
3.0065,1.4155908702735083,0.04206554214310064,0.0017812828620747691,0.0014440392238485246,0.0017791137960180376,1.0,1.0,0.01588443146233377,1.43084,0.019570251756198413,1.4149555685376662,0.0426445585993546
3.007,1.4115143207528327,0.042073692311688796,0.0017825536145132364,0.0014452882079359797,0.0017803775556724266,1.0,1.0,0.015898170287295777,1.4267754545454545,0.019584153112396693,1.4108772842581587,0.042653841999506614
3.0075,1.407578984867889,0.04193306593882451,0.001769592711330891,0.0014343843590609489,0.0017674552701728032,1.0,1.0,0.01577822794967044,1.4227245454545456,0.019442007971900835,1.4069463175048753,0.04250598908233143
3.008,1.4031996786841663,0.04178264427575033,0.001758010590284811,0.0014254255195744808,0.0017558937445529663,1.0,1.0,0.01567968071531929,1.4182304545454545,0.019314831190082628,1.4025507738301353,0.042350958874986085
3.0085,1.3983200140462042,0.04191706558643932,0.0017702101438279326,0.0014356246002610307,0.0017680581128474873,1.0,1.0,0.015791870602871336,1.4134413636363634,0.01944863924132236,1.3976494930334922,0.04249202875763909
3.009,1.3946018878856252,0.041873716540599196,0.0017662088884001553,0.0014322593969917775,0.0017640688046581554,1.0,1.0,0.015754853366909554,1.4096854545454547,0.019404756851239706,1.3939306011785453,0.04244644700789414
3.0095,1.390533857245004,0.042034797947677865,0.001780379634725791,0.00144393783834119,0.0017782014450037553,1.0,1.0,0.015883316221753093,1.4057504545454547,0.01956021589504131,1.3898671383237016,0.04261487413746408
3.01,1.3863315350422787,0.04202909679491651,0.0017805435730931956,0.0014442993577571464,0.0017783607440270497,1.0,1.0,0.01588729293532861,1.4015654545454548,0.01956196818429755,1.3856781616101261,0.042609809078947625
3.0105,1.3817626862800623,0.042070358302843336,0.0017852385002207153,0.0014485123368465462,0.0017830363820435721,1.0,1.0,0.015933635705312008,1.3970681818181818,0.019613400202479293,1.38113454611287,0.042654368336571075
3.011,1.3779115077030255,0.042124627508210014,0.001789828496129081,0.0014522256583468086,0.0017876151758827973,1.0,1.0,0.015974482241814893,1.3932631818181815,0.019663766934710766,1.3772886995763667,0.04271086076659379
3.0115,1.3739136871624278,0.04215053454471383,0.0017935237062209754,0.001455708235300853,0.001791291649361385,1.0,1.0,0.016012790588309383,1.3893122727272726,0.019704208142975237,1.3732994821389632,0.04273981271971611
3.012,1.3709385780015286,0.042117118538408466,0.0017906572937660885,0.0014533770361080168,0.00178843250796394,1.0,1.0,0.015987147397188185,1.3863054545454545,0.01967275758760334,1.3703183071482663,0.04270497437641786
3.0125,1.3674609592243079,0.04197720405023139,0.0017782143164282423,0.001443108148056945,0.0017760238886551476,1.0,1.0,0.015874189628626394,1.3827318181818182,0.019536262775206623,1.3668576285531917,0.04255851867546691
3.013,1.363735337067793,0.042059773295776405,0.0017821488569667496,0.0014452459107646815,0.0017799686321562686,1.0,1.0,0.015897705018411496,1.3790304545454546,0.019579654953718953,1.363132749527043,0.042640407281675015
3.0135,1.3599757046830103,0.04201038042044912,0.0017784116549601128,0.001442379377779875,0.0017762376162284003,1.0,1.0,0.015866173155578624,1.3752354545454546,0.019538613778512404,1.359369281389876,0.04258958755340381
3.014,1.3551887101142759,0.04210811540038265,0.0017873007204343523,0.0014497930884692038,0.0017851009493613842,1.0,1.0,0.01594772397316124,1.3705172727272728,0.019636110442975224,1.3545695487541116,0.042692162607555914
3.0145,1.3508961124911418,0.042036989713596026,0.0017825130948269634,0.001446338965970472,0.0017803170078888066,1.0,1.0,0.01590972862567519,1.366194090909091,0.019583487086776874,1.3502843622834158,0.04261975988595895
3.015,1.3469049712128303,0.042074252001864994,0.0017853495407131735,0.0014485285994546642,0.0017831485658151764,1.0,1.0,0.015933814594001304,1.3622445454545455,0.01961463422396694,1.346310730860544,0.042658131872193285
3.0155,1.342829549279644,0.042089233721974775,0.0017872632727628471,0.0014502935808428825,0.0017850534416979757,1.0,1.0,0.015953229389271708,1.3581890909090912,0.019635587858677733,1.3422358615198196,0.042674584274826594
3.016,1.3384745256548722,0.0423010630325711,0.0018047749436151395,0.0014643114469612582,0.0018025250614575501,1.0,1.0,0.01610742591657384,1.353973181818182,0.019827775676033048,1.3378657559016083,0.0428945402971668
