     2.50000       3.15578     -65.57808       0.00000  
     2.50050       2.73026     -22.97577      -0.01650  
     2.50100       2.68007     -17.90682      -0.02927  
     2.50150       2.82892     -32.74181      -0.04331  
     2.50200       2.69003     -18.80329      -0.05759  
     2.50250       2.76558     -26.30829      -0.07240  
     2.50300       2.80856     -30.55553      -0.08612  
     2.50350       2.79031     -28.68150      -0.09991  
     2.50400       2.84944     -34.54407      -0.11321  
     2.50450       2.91576     -41.12556      -0.12780  
     2.50500       2.82433     -31.93297      -0.14413  
     2.50550       2.76290     -25.73988      -0.15758  
     2.50600       2.84172     -33.57155      -0.17126  
     2.50650       2.70117     -19.46682      -0.18733  
     2.50700       2.75979     -25.27866      -0.20095  
     2.50750       2.81046     -30.29567      -0.21402  
     2.50800       2.87523     -36.72318      -0.22976  
     2.50850       2.76106     -25.25642      -0.24375  
     2.50900       2.76122     -25.22152      -0.25817  
     2.50950       2.82344     -31.39397      -0.27315  
     2.51000       2.79009     -28.00880      -0.28760  
     2.51050       2.80168     -29.11778      -0.30186  
     2.51100       2.72459     -21.35929      -0.31435  
     2.51150       2.83199     -32.04897      -0.32868  
     2.51200       2.89742     -38.54202      -0.34412  
     2.51250       2.75148     -23.89829      -0.36049  
     2.51300       2.77529     -26.22883      -0.37395  
     2.51350       2.80428     -29.07806      -0.38797  
     2.51400       2.73477     -22.07730      -0.40015  
     2.51450       2.82994     -31.54382      -0.41327  
     2.51500       2.80636     -29.13557      -0.42912  
     2.51550       2.78072     -26.52237      -0.44480  
     2.51600       2.75947     -24.34690      -0.46191  
     2.51650       2.72977     -21.32669      -0.47809  
     2.51700       2.73904     -22.20443      -0.49172  
     2.51750       2.79391     -27.64065      -0.50605  
     2.51800       2.84686     -32.88573      -0.51897  
     2.51850       2.88109     -36.25917      -0.53219  
     2.51900       2.72934     -21.03409      -0.54484  
     2.51950       2.75099     -23.14866      -0.56078  
     2.52000       2.66810     -14.80999      -0.57660  
     2.52050       2.86469     -34.41879      -0.59213  
     2.52100       2.83606     -31.50586      -0.60678  
     2.52150       2.86986     -34.83617      -0.62247  
     2.52200       2.80455     -28.25547      -0.63772  
     2.52250       2.80898     -28.64804      -0.65198  
     2.52300       2.83608     -31.30808      -0.66463  
     2.52350       2.81557     -29.20698      -0.67695  
     2.52400       2.86689     -34.28928      -0.69051  
     2.52450       2.83632     -31.18210      -0.70536  
     2.52500       2.81895     -29.39535      -0.72032  
     2.52550       2.76450     -23.89952      -0.73492  
     2.52600       2.78492     -25.89166      -0.74853  
     2.52650       2.76189     -23.53854      -0.76203  
     2.52700       2.69310     -16.61015      -0.77483  
     2.52750       2.88459     -35.70937      -0.79092  
     2.52800       2.82168     -29.36754      -0.80432  
     2.52850       2.83776     -30.92634      -0.81753  
     2.52900       2.79410     -26.50971      -0.82941  
     2.52950       2.79453     -26.50285      -0.84276  
     2.53000       2.80110     -27.11000      -0.85731  
     2.53050       2.82907     -29.85692      -0.86956  
     2.53100       2.89845     -36.74517      -0.88348  
     2.53150       2.93262     -40.11231      -0.90019  
     2.53200       2.87136     -33.93584      -0.91246  
     2.53250       2.73919     -20.66892      -0.92709  
     2.53300       2.76910     -23.61012      -0.93949  
     2.53350       2.76426     -23.07619      -0.95365  
     2.53400       2.79804     -26.40409      -0.96577  
     2.53450       2.77576     -24.12641      -0.97851  
     2.53500       2.82171     -28.67085      -0.99001  
     2.53550       2.91559     -38.00861      -1.00429  
     2.53600       2.81437     -27.83683      -1.01909  
     2.53650       2.77116     -23.46611      -1.03253  
     2.53700       2.88113     -34.41329      -1.04689  
     2.53750       2.76995     -23.24543      -1.06205  
     2.53800       2.82908     -29.10829      -1.07525  
     2.53850       2.83310     -29.45982      -1.08871  
     2.53900       2.80661     -26.76110      -1.10097  
     2.53950       2.85838     -31.88761      -1.11328  
     2.54000       2.80041     -26.04103      -1.12663  
     2.54050       2.79625     -25.57542      -1.13853  
     2.54100       2.79008     -24.90756      -1.15048  
     2.54150       2.81964     -27.81370      -1.16439  
     2.54200       2.78689     -24.48898      -1.17723  
     2.54250       2.78344     -24.09400      -1.18925  
     2.54300       2.74848     -20.54764      -1.20130  
     2.54350       2.84203     -29.85305      -1.21463  
     2.54400       2.82406     -28.00571      -1.22799  
     2.54450       2.78296     -23.84650      -1.24168  
     2.54500       2.78781     -24.28135      -1.25595  
     2.54550       2.80042     -25.49234      -1.27017  
     2.54600       2.82975     -28.37457      -1.28165  
     2.54650       2.91458     -36.80791      -1.29544  
     2.54700       2.72756     -18.05582      -1.30659  
     2.54750       2.86448     -31.69818      -1.32031  
     2.54800       2.86198     -31.39841      -1.33547  
     2.54850       2.87956     -33.10586      -1.35023  
     2.54900       2.80313     -25.41313      -1.36579  
     2.54950       2.75503     -20.55255      -1.37738  
     2.55000       2.75520     -20.51987      -1.39080  
     2.55050       2.81246     -26.19576      -1.40393  
     2.55100       2.80998     -25.89819      -1.41679  
     2.55150       2.73228     -18.07808      -1.42936  
     2.55200       2.83071     -27.87099      -1.44443  
     2.55250       2.79404     -24.15378      -1.46005  
     2.55300       2.74521     -19.22106      -1.47218  
     2.55350       2.80653     -25.30264      -1.48477  
     2.55400       2.85288     -29.88810      -1.49906  
     2.55450       2.90130     -34.68030      -1.51512  
     2.55500       2.95396     -39.89636      -1.52912  
     2.55550       2.84630     -29.07957      -1.54116  
     2.55600       2.85871     -30.27113      -1.55691  
     2.55650       2.73349     -17.69875      -1.56769  
     2.55700       2.80019     -24.31945      -1.58097  
     2.55750       2.85227     -29.47746      -1.59500  
     2.55800       2.77500     -21.70049      -1.60708  
     2.55850       2.74098     -18.24818      -1.61993  
     2.55900       2.75574     -19.67433      -1.63134  
     2.55950       2.85698     -29.74751      -1.64506  
     2.56000       2.78639     -22.63881      -1.65838  
     2.56050       2.80740     -24.69043      -1.66959  
     2.56100       2.82264     -26.16369      -1.68122  
     2.56150       2.78905     -22.75486      -1.69365  
     2.56200       2.80874     -24.67399      -1.70572  
     2.56250       2.73156     -16.90624      -1.71922  
     2.56300       2.79617     -23.31687      -1.73016  
     2.56350       2.83368     -27.01821      -1.74125  
     2.56400       2.84623     -28.22326      -1.75389  
     2.56450       2.74113     -17.66287      -1.76729  
     2.56500       2.79337     -22.83728      -1.78261  
     2.56550       2.83819     -27.26938      -1.79453  
     2.56600       2.84402     -27.80224      -1.80804  
     2.56650       2.85661     -29.01116      -1.82120  
     2.56700       2.79218     -22.51809      -1.83511  
