,CV,AvgJarzynski,sd,sem
0,2.5,10.515467676018243,0.02779515192980205,0.004450786363251106
1,2.5005,10.497844452953133,0.027878748591139285,0.004464172542295307
2,2.501,10.48281135263191,0.02791726071172422,0.004470339417063692
3,2.5015,10.468047042425141,0.0279189352125656,0.004470607551791967
4,2.502,10.452884666740482,0.02811705428581594,0.0045023319932251185
5,2.5025,10.437831293039821,0.02811112281434282,0.004501382197648781
6,2.503,10.42308187666193,0.028047350383310344,0.004491170436003888
7,2.5035,10.408383106578716,0.02795573323334666,0.004476499950923319
8,2.504,10.39336444549184,0.02794659118859121,0.004475036052174626
9,2.5045,10.378470672940441,0.027976208947218566,0.004479778689183469
10,2.505,10.363489908521917,0.027839757301118193,0.004457928939009751
11,2.5055,10.348376789531951,0.02774258854454788,0.004442369485412611
12,2.506,10.333305726238033,0.027709157078526322,0.004437016166479582
13,2.5065,10.318866873473159,0.027571694254398916,0.004415004498235227
14,2.507,10.303735655782749,0.02731778790448457,0.004374346943184054
15,2.5075,10.288791489052516,0.027277508086631777,0.004367897010315681
16,2.508,10.273661604607835,0.027457303387443715,0.004396687299897527
17,2.5085,10.25841247805503,0.02743088714064837,0.004392457315067729
18,2.509,10.24361155105915,0.027361358169297002,0.004381323769249268
19,2.5095,10.22868989248327,0.027228128107324643,0.004359989885394296
20,2.51,10.213719542716309,0.0272350528152219,0.004361098726085524
21,2.5105,10.199093125448712,0.027272573526830546,0.004367106848364869
22,2.511,10.18431361443923,0.027385600693378448,0.004385205679874005
23,2.5115,10.169829287755883,0.027263585955142968,0.004365667685103347
24,2.512,10.154804678454258,0.027119610612935007,0.0043426131793621306
25,2.5125,10.140261845419849,0.02720308540769419,0.004355979844136176
26,2.513,10.125746467799882,0.026963533422684715,0.004317620827036265
27,2.5135,10.110791246651969,0.027082668428997776,0.004336697695650733
28,2.514,10.09614248503183,0.027035717936436176,0.004329179599956605
29,2.5145,10.081309789302363,0.026807945292916142,0.004292706787062437
30,2.515,10.066829997351217,0.02700146384666953,0.004323694555801998
31,2.5155,10.052273608296527,0.027097782969537545,0.004339117959122979
32,2.516,10.037128005708814,0.027169273341755878,0.0043505655804411385
33,2.5165,10.022150117281601,0.027046488642665383,0.004330904293260264
34,2.517,10.00715149665541,0.02710063784033425,0.004339575104313007
35,2.5175,9.992415588360512,0.027124296434930858,0.004343363511387384
36,2.518,9.978276479546642,0.027083913359641814,0.004336897044096378
37,2.5185,9.963684225324993,0.027059707188961352,0.004333020954674625
38,2.519,9.948991920156157,0.02691193612506087,0.004309358647026427
39,2.5195,9.93477556942305,0.026964911144021646,0.004317841439010406
40,2.52,9.920433415319057,0.02683758383588311,0.004297452752229211
41,2.5205,9.906156228817876,0.0268307459777224,0.004296357818625955
42,2.521,9.891427206395296,0.02691252118851131,0.004309452332156605
43,2.5215,9.877215476185418,0.026944894090544166,0.00431463614519244
44,2.522,9.863098406874602,0.026864237961671,0.004301720828182914
45,2.5225,9.84837428017423,0.026896160556422966,0.004306832534345214
46,2.523,9.833706124313872,0.027070458833822374,0.004334742595716589
47,2.5235,9.819410863844066,0.02703753195893732,0.004329470076030673
48,2.524,9.805187798008642,0.0269840016962798,0.004320898373898624
49,2.5245,9.790263230178265,0.02709811939468805,0.004339171830261223
50,2.525,9.775666713391905,0.02731356593542554,0.004373670887073209
51,2.5255,9.761304506913962,0.027347674831039875,0.004379132681556263
52,2.526,9.746414295098205,0.027393886624337723,0.0043865324907010695
53,2.5265,9.732063450302594,0.027509415707218453,0.004405031949453556
54,2.527,9.718462439893353,0.027455492421867244,0.004396397313323162
55,2.5275,9.704211114714047,0.027535782055666865,0.004409253944153182
56,2.528,9.690156574625197,0.027398995379705395,0.004387350546266337
57,2.5285,9.67598632198252,0.02734493783882683,0.0043786944120462095
58,2.529,9.661851459177992,0.027432239871963648,0.004392673925435838
59,2.5295,9.647339721778701,0.02748720921480131,0.004401476064820312
60,2.53,9.633258274196608,0.027435185364427763,0.004393145581706164
61,2.5305,9.618864081016673,0.027686634572371485,0.004433409679149944
62,2.531,9.604666830167572,0.027518629162159792,0.004406507282983479
63,2.5315,9.590320845799354,0.027692183015022024,0.004434298141028068
64,2.532,9.576491259939885,0.027840335905526245,0.004458021589865396
65,2.5325,9.561885801802026,0.02795542862521569,0.004476451174585673
