     2.50000       3.18234     -68.23437       0.00000  
     2.50050       2.79779     -29.72916      -0.01795  
     2.50100       2.87484     -37.38366      -0.03234  
     2.50150       2.79008     -28.85754      -0.04896  
     2.50200       2.80897     -30.69748      -0.06136  
     2.50250       2.78753     -28.50294      -0.07548  
     2.50300       2.83068     -32.76758      -0.09048  
     2.50350       2.81163     -30.81277      -0.10676  
     2.50400       2.81317     -30.91720      -0.12090  
     2.50450       2.81613     -31.16266      -0.13574  
     2.50500       2.81334     -30.83374      -0.14910  
     2.50550       2.81291     -30.74092      -0.16550  
     2.50600       2.78732     -28.13155      -0.18087  
     2.50650       2.75999     -25.34894      -0.19582  
     2.50700       2.82972     -32.27236      -0.21373  
     2.50750       2.76773     -26.02299      -0.22747  
     2.50800       2.71891     -21.09149      -0.23918  
     2.50850       2.79056     -28.20596      -0.25356  
     2.50900       2.78264     -27.36406      -0.26791  
     2.50950       2.89355     -38.40488      -0.28548  
     2.51000       2.81036     -30.03603      -0.30140  
     2.51050       2.80494     -29.44379      -0.31497  
     2.51100       2.83345     -32.24517      -0.32965  
     2.51150       2.87816     -36.66644      -0.34444  
     2.51200       2.82512     -31.31178      -0.35884  
     2.51250       2.82780     -31.52985      -0.37284  
     2.51300       2.74611     -23.31143      -0.38729  
     2.51350       2.78914     -27.56424      -0.39944  
     2.51400       2.87754     -36.35400      -0.41526  
     2.51450       2.76950     -25.49964      -0.43061  
     2.51500       2.73768     -22.26789      -0.44301  
     2.51550       2.80836     -29.28631      -0.45853  
     2.51600       2.77416     -25.81647      -0.47395  
     2.51650       2.81107     -29.45668      -0.49034  
     2.51700       2.76897     -25.19650      -0.50635  
     2.51750       2.78422     -26.67181      -0.52179  
     2.51800       2.88976     -37.17611      -0.53962  
     2.51850       2.80417     -28.56697      -0.55407  
     2.51900       2.77602     -25.70169      -0.56789  
     2.51950       2.80510     -28.56019      -0.58184  
     2.52000       2.78980     -26.98049      -0.59654  
     2.52050       2.72365     -20.31509      -0.60990  
     2.52100       2.75450     -23.35003      -0.62334  
     2.52150       2.85438     -33.28799      -0.63739  
     2.52200       2.84987     -32.78658      -0.65229  
     2.52250       2.71268     -19.01787      -0.66543  
     2.52300       2.87142     -34.84158      -0.68032  
     2.52350       2.77556     -25.20623      -0.69420  
     2.52400       2.80056     -27.65566      -0.70963  
     2.52450       2.78189     -25.73935      -0.72501  
     2.52500       2.80876     -28.37643      -0.73862  
     2.52550       2.75855     -23.30532      -0.75403  
